DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY_NEW,CANCELLED,WEATHER_DELAY
3,8/21/2019,UA,2138,11618,12889,1000,0,0,0
3,8/21/2019,UA,2136,10721,12264,1935,155,0,0
3,8/21/2019,UA,2135,11292,12264,1720,0,0,
3,8/21/2019,UA,2135,14107,11292,1345,7,0,0
3,8/21/2019,UA,2134,10423,12266,1940,84,0,0
3,8/21/2019,UA,2134,12266,13495,2150,0,0,
3,8/21/2019,UA,2133,10257,13930,730,0,0,
3,8/21/2019,UA,2133,13930,12889,1030,34,0,0
3,8/21/2019,UA,2132,14100,14771,1844,129,0,6
3,8/21/2019,UA,2131,12266,13930,2005,0,0,0
3,8/21/2019,UA,2130,14027,11618,1310,16,0,0
3,8/21/2019,UA,2129,14831,13930,646,0,0,
3,8/21/2019,UA,2128,14122,14771,727,82,0,0
3,8/21/2019,UA,2128,14771,10800,1220,5,0,
3,8/21/2019,UA,2126,14492,11618,720,0,0,
3,8/21/2019,UA,2125,12266,13244,2150,0,0,
3,8/21/2019,UA,2124,11042,12892,1932,0,0,
3,8/21/2019,UA,2124,11618,11042,1535,211,0,211
3,8/21/2019,UA,2123,10423,14771,604,0,0,
3,8/21/2019,UA,2122,11292,14831,1903,47,0,45
3,8/21/2019,UA,2121,12266,11618,600,0,0,
3,8/21/2019,UA,2120,11618,11697,1115,1,0,
3,8/21/2019,UA,2119,10713,14771,1914,0,0,
3,8/21/2019,UA,2118,11292,13487,1325,14,0,
3,8/21/2019,UA,2118,12266,11292,810,0,0,
3,8/21/2019,UA,2117,12264,10423,840,0,0,
3,8/21/2019,UA,2116,11042,13930,610,0,0,
3,8/21/2019,UA,2116,13930,12266,1019,4,0,
3,8/21/2019,UA,2115,12266,12889,1949,6,0,
3,8/21/2019,UA,2114,14771,12264,2330,43,0,0
3,8/21/2019,UA,2113,14100,12266,620,0,0,
3,8/21/2019,UA,2112,14747,12266,2359,0,0,
3,8/21/2019,UA,2111,14683,12266,1845,0,0,
3,8/21/2019,UA,2109,11292,12441,1545,0,0,
3,8/21/2019,UA,2108,14683,12266,535,0,0,
3,8/21/2019,UA,2107,12889,12264,830,0,0,
3,8/21/2019,UA,2106,11618,12264,600,5,0,
3,8/21/2019,UA,2105,12266,14683,1420,1,0,
3,8/21/2019,UA,2104,11278,11292,1530,35,0,0
3,8/21/2019,UA,2104,11292,14679,1910,17,0,17
3,8/21/2019,UA,2103,12266,13204,2000,44,0,0
3,8/21/2019,UA,2102,11618,11057,1655,126,0,0
3,8/21/2019,UA,2101,10423,12266,1215,0,0,0
3,8/21/2019,UA,2100,12266,11697,2015,0,0,
3,8/21/2019,UA,2099,14679,12266,1337,5,0,
3,8/21/2019,UA,2098,12953,12266,755,0,0,
3,8/21/2019,UA,2096,14771,14908,830,24,0,
3,8/21/2019,UA,2094,12266,12953,1640,0,0,
3,8/21/2019,UA,2094,14679,12266,800,0,0,
3,8/21/2019,UA,2093,11298,14771,740,0,0,
3,8/21/2019,UA,2092,10821,12266,615,0,0,
3,8/21/2019,UA,2091,12266,12264,1200,0,0,
3,8/21/2019,UA,2090,12892,14747,815,0,0,
3,8/21/2019,UA,2089,14122,11292,700,29,0,0
3,8/21/2019,UA,2088,12889,11618,805,0,0,0
3,8/21/2019,UA,2087,14893,12266,1307,0,0,
3,8/21/2019,UA,2086,14771,11603,1639,21,0,0
3,8/21/2019,UA,2085,12266,13495,1953,0,0,
3,8/21/2019,UA,2083,12266,11697,725,0,0,
3,8/21/2019,UA,2082,14057,12266,500,0,0,
3,8/21/2019,UA,2081,13303,12266,1856,0,0,
3,8/21/2019,UA,2081,13930,13303,1400,0,0,
3,8/21/2019,UA,2080,11618,14771,1200,104,0,0
3,8/21/2019,UA,2079,11042,13204,915,0,0,
3,8/21/2019,UA,2078,12953,12266,1359,0,0,
3,8/21/2019,UA,2077,10721,11618,700,0,0,
3,8/21/2019,UA,2076,12266,11292,1955,0,0,
3,8/21/2019,UA,2075,11618,13930,1030,0,0,
3,8/21/2019,UA,2075,13930,13198,1255,0,0,
3,8/21/2019,UA,2074,10529,13930,1845,122,0,27
3,8/21/2019,UA,2073,13871,12266,613,151,0,0
3,8/21/2019,UA,2072,11618,11057,1330,0,0,
3,8/21/2019,UA,2071,12266,14831,1850,0,0,
3,8/21/2019,UA,2070,14747,14771,1941,169,0,0
3,8/21/2019,UA,2069,14771,12339,2245,136,0,0
3,8/21/2019,UA,2068,13264,14771,600,76,0,0
3,8/21/2019,UA,2067,12266,15304,1518,30,0,0
3,8/21/2019,UA,2064,12892,12264,1230,0,0,
3,8/21/2019,UA,2063,14771,10821,945,7,0,0
3,8/21/2019,UA,2062,11618,10721,2200,114,0,0
3,8/21/2019,UA,2061,13930,12264,1930,37,0,0
3,8/21/2019,UA,2060,14771,10693,2305,0,0,
3,8/21/2019,UA,2059,10821,14771,1900,15,0,
3,8/21/2019,UA,2058,14771,12266,1848,314,0,0
3,8/21/2019,UA,2056,13930,11433,2130,29,0,0
3,8/21/2019,UA,2055,14771,14057,1321,0,0,
3,8/21/2019,UA,2054,14057,14771,1600,6,0,
3,8/21/2019,UA,2053,12266,10721,1155,0,0,0
3,8/21/2019,UA,2052,14771,14492,930,13,0,0
3,8/21/2019,UA,2051,15304,14771,650,0,0,0
3,8/21/2019,UA,2050,13577,11618,1300,65,0,0
3,8/21/2019,UA,2049,12892,11292,1140,14,0,
3,8/21/2019,UA,2048,12892,12889,1810,0,0,
3,8/21/2019,UA,2047,10721,11618,1945,,1,
3,8/21/2019,UA,2046,13871,13930,1521,230,0,0
3,8/21/2019,UA,2046,13930,11884,1940,10,0,
3,8/21/2019,UA,2045,11618,10721,1400,0,0,0
3,8/21/2019,UA,2044,14771,11618,1515,0,0,
3,8/21/2019,UA,2043,13930,12266,600,0,0,
3,8/21/2019,UA,2041,11618,11292,1535,0,0,0
3,8/21/2019,UA,2041,12892,11618,615,0,0,
3,8/21/2019,UA,2040,12266,11697,1002,40,0,0
3,8/21/2019,UA,2039,12892,13930,825,0,0,
3,8/21/2019,UA,2039,13930,14570,1605,258,0,0
3,8/21/2019,UA,2038,12266,10423,1950,120,0,0
3,8/21/2019,UA,2037,11618,12266,605,13,0,
3,8/21/2019,UA,2036,14771,14057,2102,0,0,
3,8/21/2019,UA,2034,10693,11618,1050,0,0,
3,8/21/2019,UA,2033,11292,12264,2359,0,0,
3,8/21/2019,UA,2032,13204,11618,705,0,0,
3,8/21/2019,UA,2031,14771,11292,1750,,1,
3,8/21/2019,UA,2030,11292,14100,1120,0,0,
3,8/21/2019,UA,2030,13891,11292,645,0,0,
3,8/21/2019,UA,2029,13930,11278,1930,32,0,0
3,8/21/2019,UA,2028,11292,12266,2041,60,0,0
3,8/21/2019,UA,2028,14771,11292,1430,16,0,
3,8/21/2019,UA,2027,12266,14100,1215,0,0,
3,8/21/2019,UA,2026,14831,11292,1230,0,0,
3,8/21/2019,UA,2024,14683,12266,1424,0,0,
3,8/21/2019,UA,2023,11618,12892,1300,4,0,
3,8/21/2019,UA,2022,10140,11292,1800,120,0,0
3,8/21/2019,UA,2021,13930,13871,1255,73,0,0
3,8/21/2019,UA,2020,13871,13930,630,80,0,75
3,8/21/2019,UA,2019,13930,12441,1022,0,0,
3,8/21/2019,UA,2017,12266,14683,1215,0,0,
3,8/21/2019,UA,2016,14679,14771,2005,159,0,0
3,8/21/2019,UA,2015,11618,13930,1835,,1,
3,8/21/2019,UA,2015,13930,11292,2105,0,0,
3,8/21/2019,UA,2014,11986,11292,615,0,0,
3,8/21/2019,UA,2010,12173,14771,2359,0,0,
3,8/21/2019,UA,2009,11292,13204,1050,4,0,
3,8/21/2019,UA,2009,13204,12264,1900,0,0,
3,8/21/2019,UA,2009,14689,11292,646,0,0,
3,8/21/2019,UA,2008,12264,14771,1315,0,0,
3,8/21/2019,UA,2007,13495,11618,630,0,0,
3,8/21/2019,UA,2006,11618,14771,1800,65,0,0
3,8/21/2019,UA,2004,13930,14576,1415,1,0,0
3,8/21/2019,UA,2004,14057,13930,652,0,0,
3,8/21/2019,UA,2003,13930,14908,1950,0,0,
3,8/21/2019,UA,2003,14635,13930,1620,50,0,0
3,8/21/2019,UA,2002,12264,15304,830,0,0,
3,8/21/2019,UA,2001,11618,13930,630,0,0,
3,8/21/2019,UA,2000,13930,12264,2130,27,0,0
3,8/21/2019,UA,2000,14107,13930,1448,10,0,0
3,8/21/2019,UA,1998,12266,14771,940,2,0,
3,8/21/2019,UA,1996,13930,14843,748,0,0,
3,8/21/2019,UA,1995,13930,11618,1615,203,0,0
3,8/21/2019,UA,1994,12892,14679,2230,59,0,0
3,8/21/2019,UA,1992,11618,12264,1458,,1,
3,8/21/2019,UA,1991,14771,15304,1014,38,0,0
3,8/21/2019,UA,1990,11618,10721,1230,77,0,0
3,8/21/2019,UA,1989,13930,12266,1602,11,0,0
3,8/21/2019,UA,1989,14893,13930,700,0,0,
3,8/21/2019,UA,1986,12266,11298,1000,0,0,0
3,8/21/2019,UA,1983,11618,15304,2026,,1,
3,8/21/2019,UA,1982,11292,14679,755,0,0,
3,8/21/2019,UA,1981,12892,12266,1120,0,0,
3,8/21/2019,UA,1980,12266,13204,1155,0,0,
3,8/21/2019,UA,1979,11423,13930,1520,113,0,0
3,8/21/2019,UA,1978,11618,14771,1400,0,0,
3,8/21/2019,UA,1977,11042,12892,815,0,0,
3,8/21/2019,UA,1977,12892,12266,1202,0,0,
3,8/21/2019,UA,1976,14107,11618,2359,0,0,
3,8/21/2019,UA,1975,11292,12266,1900,56,0,27
3,8/21/2019,UA,1975,13342,11292,1500,15,0,
3,8/21/2019,UA,1974,13303,11618,1642,88,0,0
3,8/21/2019,UA,1973,12266,14771,1420,10,0,
3,8/21/2019,UA,1972,12264,11618,1720,133,0,0
3,8/21/2019,UA,1970,11292,10849,1908,127,0,0
3,8/21/2019,UA,1968,14771,11292,1855,0,0,
3,8/21/2019,UA,1967,13930,14321,900,11,0,
3,8/21/2019,UA,1964,12264,14747,845,0,0,
3,8/21/2019,UA,1963,12266,11292,2155,10,0,
3,8/21/2019,UA,1962,11298,11292,1353,79,0,0
3,8/21/2019,UA,1961,14771,13930,1252,370,0,0
3,8/21/2019,UA,1960,12892,11618,1615,48,0,0
3,8/21/2019,UA,1959,10800,11292,855,15,0,
3,8/21/2019,UA,1958,14771,12266,935,32,0,0
3,8/21/2019,UA,1956,12266,12892,935,0,0,
3,8/21/2019,UA,1955,12266,11278,1950,12,0,
3,8/21/2019,UA,1954,12889,12266,1316,9,0,
3,8/21/2019,UA,1953,12953,13930,1000,3,0,
3,8/21/2019,UA,1953,13930,11066,1446,30,0,0
3,8/21/2019,UA,1950,11066,11292,725,0,0,
3,8/21/2019,UA,1950,11292,14057,935,0,0,
3,8/21/2019,UA,1949,11292,12264,615,0,0,
3,8/21/2019,UA,1947,12264,14107,1745,0,0,
3,8/21/2019,UA,1946,11292,10800,1900,54,0,44
3,8/21/2019,UA,1945,14893,11618,2130,0,0,
3,8/21/2019,UA,1944,11618,10423,1555,43,0,0
3,8/21/2019,UA,1943,12266,14908,1420,26,0,0
3,8/21/2019,UA,1942,14771,14747,813,65,0,0
3,8/21/2019,UA,1938,11292,13930,2041,117,0,0
3,8/21/2019,UA,1938,14057,11292,1612,0,0,0
3,8/21/2019,UA,1936,11618,11292,950,0,0,
3,8/21/2019,UA,1935,14027,11618,1800,130,0,0
3,8/21/2019,UA,1932,11618,14747,1400,15,0,
3,8/21/2019,UA,1931,14771,14908,2047,24,0,0
3,8/21/2019,UA,1930,14683,12266,1609,0,0,
3,8/21/2019,UA,1929,14747,11618,615,0,0,
3,8/21/2019,UA,1927,14908,11618,1235,95,0,0
3,8/21/2019,UA,1926,12953,12266,1725,17,0,17
3,8/21/2019,UA,1925,12266,14771,610,0,0,
3,8/21/2019,UA,1924,12264,13930,1715,53,0,0
3,8/21/2019,UA,1923,11618,13303,1659,78,0,0
3,8/21/2019,UA,1920,10423,12266,545,0,0,
3,8/21/2019,UA,1920,12266,12953,950,0,0,
3,8/21/2019,UA,1919,10423,12266,720,0,0,
3,8/21/2019,UA,1916,12266,14679,1830,0,0,
3,8/21/2019,UA,1916,14679,12264,2200,0,0,
3,8/21/2019,UA,1914,13930,14771,1309,50,0,0
3,8/21/2019,UA,1913,11697,11618,1330,116,0,0
3,8/21/2019,UA,1912,11292,13851,1334,0,0,
3,8/21/2019,UA,1911,13930,11278,1000,26,0,0
3,8/21/2019,UA,1910,12264,12889,1800,33,0,
3,8/21/2019,UA,1908,12264,11292,1245,0,0,
3,8/21/2019,UA,1907,13930,12441,1600,17,0,0
3,8/21/2019,UA,1904,14771,10721,700,0,0,
3,8/21/2019,UA,1900,10397,14771,735,5,0,
3,8/21/2019,UA,1900,14679,13930,1412,29,0,0
3,8/21/2019,UA,1900,14771,14679,1050,0,0,
3,8/21/2019,UA,1899,12266,13930,1420,,1,
3,8/21/2019,UA,1899,13930,10785,1815,59,0,0
3,8/21/2019,UA,1898,13930,15016,1125,0,0,
3,8/21/2019,UA,1897,12892,13930,1356,25,0,0
3,8/21/2019,UA,1896,14679,14771,1647,0,0,
3,8/21/2019,UA,1896,14771,10721,2035,76,0,0
3,8/21/2019,UA,1895,12266,14107,935,5,0,
3,8/21/2019,UA,1895,15304,12266,715,0,0,
3,8/21/2019,UA,1894,13495,12266,1715,0,0,
3,8/21/2019,UA,1893,12264,14771,1900,0,0,
3,8/21/2019,UA,1891,13930,14771,1000,0,0,
3,8/21/2019,UA,1890,11618,15304,1107,0,0,
3,8/21/2019,UA,1889,12264,11292,815,0,0,
3,8/21/2019,UA,1888,12266,10721,1830,108,0,0
3,8/21/2019,UA,1887,11292,10529,1730,1,0,
3,8/21/2019,UA,1886,11618,12266,830,0,0,
3,8/21/2019,UA,1885,11618,14771,1610,28,0,0
3,8/21/2019,UA,1885,13495,11618,1030,,1,
3,8/21/2019,UA,1883,13930,14831,1950,7,0,
3,8/21/2019,UA,1882,12892,11618,2115,3,0,
3,8/21/2019,UA,1881,12264,14771,700,0,0,
3,8/21/2019,UA,1881,14771,14570,1200,0,0,
3,8/21/2019,UA,1880,11292,12266,2240,5,0,
3,8/21/2019,UA,1877,11618,14908,1129,121,0,121
3,8/21/2019,UA,1877,15304,11618,720,0,0,
3,8/21/2019,UA,1874,12266,11292,1237,0,0,
3,8/21/2019,UA,1873,10529,12264,1030,0,0,
3,8/21/2019,UA,1872,12266,13256,1215,0,0,
3,8/21/2019,UA,1871,11618,12892,1900,221,0,0
3,8/21/2019,UA,1870,12266,14679,1421,0,0,
3,8/21/2019,UA,1870,15304,12266,935,0,0,
3,8/21/2019,UA,1869,11292,14570,1905,108,0,0
3,8/21/2019,UA,1868,13930,13495,2122,13,0,0
3,8/21/2019,UA,1867,12266,11618,2001,7,0,
3,8/21/2019,UA,1867,14747,12266,1235,15,0,0
3,8/21/2019,UA,1865,14771,10721,1045,0,0,
3,8/21/2019,UA,1864,13487,11292,600,41,0,0
3,8/21/2019,UA,1863,13495,13930,700,0,0,
3,8/21/2019,UA,1862,12266,10423,1225,0,0,
3,8/21/2019,UA,1861,12889,12892,1735,0,0,
3,8/21/2019,UA,1859,11298,12266,715,15,0,0
3,8/21/2019,UA,1858,12266,11618,940,0,0,
3,8/21/2019,UA,1858,13204,12266,515,0,0,
3,8/21/2019,UA,1854,12266,13930,2200,0,0,
3,8/21/2019,UA,1853,11298,12266,1210,99,0,0
3,8/21/2019,UA,1852,14771,13891,2233,82,0,0
3,8/21/2019,UA,1851,12266,10821,1945,39,0,0
3,8/21/2019,UA,1850,13204,13930,823,3,0,
3,8/21/2019,UA,1849,11618,10397,1130,0,0,
3,8/21/2019,UA,1849,14492,11618,555,0,0,
3,8/21/2019,UA,1848,11618,14771,700,0,0,
3,8/21/2019,UA,1847,11298,12264,1715,0,0,
3,8/21/2019,UA,1846,13930,14747,745,0,0,
3,8/21/2019,UA,1845,14576,13930,706,136,0,0
3,8/21/2019,UA,1844,12266,14771,1958,0,0,
3,8/21/2019,UA,1843,10693,11618,1700,52,0,0
3,8/21/2019,UA,1841,14771,14057,1515,12,0,
3,8/21/2019,UA,1840,11292,11618,1915,18,0,
3,8/21/2019,UA,1839,11292,13486,1920,52,0,29
3,8/21/2019,UA,1837,11618,10423,2035,,1,
3,8/21/2019,UA,1836,13930,12892,1405,0,0,
3,8/21/2019,UA,1834,11298,11618,1930,10,0,
3,8/21/2019,UA,1833,14057,14771,1407,0,0,
3,8/21/2019,UA,1830,14771,10693,1115,2,0,0
3,8/21/2019,UA,1829,10423,11292,726,0,0,
3,8/21/2019,UA,1829,11292,13486,935,4,0,
3,8/21/2019,UA,1828,13198,11292,744,0,0,
3,8/21/2019,UA,1827,11618,14679,1659,118,0,92
3,8/21/2019,UA,1826,11618,13204,1000,0,0,
3,8/21/2019,UA,1825,13930,14771,750,8,0,0
3,8/21/2019,UA,1824,12892,13930,52,0,0,
3,8/21/2019,UA,1823,13930,12953,1900,75,0,0
3,8/21/2019,UA,1821,12266,11298,1432,10,0,
3,8/21/2019,UA,1820,10721,12892,755,0,0,
3,8/21/2019,UA,1819,11292,15304,1719,0,0,
3,8/21/2019,UA,1818,14908,14771,645,147,0,0
3,8/21/2019,UA,1816,10693,13930,1820,13,0,
3,8/21/2019,UA,1816,13930,11618,2130,0,0,
3,8/21/2019,UA,1815,11042,12266,915,0,0,
3,8/21/2019,UA,1815,12266,14771,1155,81,0,0
3,8/21/2019,UA,1814,15304,11618,1910,144,0,0
3,8/21/2019,UA,1813,12266,12892,2130,27,0,0
3,8/21/2019,UA,1812,11292,11618,600,0,0,
3,8/21/2019,UA,1811,12264,11618,1236,212,1,
3,8/21/2019,UA,1810,14457,13930,1335,175,0,0
3,8/21/2019,UA,1809,13495,11618,1940,4,0,
3,8/21/2019,UA,1807,12889,12892,1411,26,0,0
3,8/21/2019,UA,1806,14679,14771,1027,0,0,
3,8/21/2019,UA,1803,13930,11057,2130,1,0,
3,8/21/2019,UA,1802,12892,11292,632,0,0,
3,8/21/2019,UA,1800,12889,14771,1600,0,0,0
3,8/21/2019,UA,1800,14771,13930,1815,237,0,0
3,8/21/2019,UA,1799,11292,14771,1100,2,0,
3,8/21/2019,UA,1798,14771,14679,1744,0,0,
3,8/21/2019,UA,1797,11618,15304,859,0,0,
3,8/21/2019,UA,1796,14747,14771,2048,23,0,0
3,8/21/2019,UA,1796,14771,11618,2330,37,0,0
3,8/21/2019,UA,1795,13930,14492,930,6,0,
3,8/21/2019,UA,1794,11618,12889,1115,0,0,0
3,8/21/2019,UA,1793,12266,14683,1840,0,0,
3,8/21/2019,UA,1792,11292,14683,803,0,0,
3,8/21/2019,UA,1790,11618,11697,1401,19,0,0
3,8/21/2019,UA,1789,12266,15304,2001,74,0,0
3,8/21/2019,UA,1786,12892,11042,2252,0,0,
3,8/21/2019,UA,1785,12264,11697,825,7,0,
3,8/21/2019,UA,1784,11618,13198,1955,163,0,0
3,8/21/2019,UA,1783,11618,15304,1525,0,0,0
3,8/21/2019,UA,1782,10713,11292,800,0,0,
3,8/21/2019,UA,1781,12266,14893,1000,0,0,
3,8/21/2019,UA,1781,14893,11292,1245,0,0,
3,8/21/2019,UA,1778,11292,15016,1325,0,0,
3,8/21/2019,UA,1777,12266,12892,1441,3,0,
3,8/21/2019,UA,1777,14831,12266,730,0,0,
3,8/21/2019,UA,1776,12266,14100,1820,0,0,
3,8/21/2019,UA,1774,14107,11292,705,0,0,
3,8/21/2019,UA,1772,10721,12266,1540,79,0,79
3,8/21/2019,UA,1771,11292,12441,950,0,0,
3,8/21/2019,UA,1770,14869,11618,1136,132,0,0
3,8/21/2019,UA,1768,13204,12266,700,0,0,
3,8/21/2019,UA,1767,11292,11278,810,80,0,0
3,8/21/2019,UA,1766,12266,14057,2130,5,0,
3,8/21/2019,UA,1765,14100,12266,1740,0,0,
3,8/21/2019,UA,1764,11618,14027,1800,172,0,16
3,8/21/2019,UA,1763,12264,14771,850,0,0,
3,8/21/2019,UA,1762,12889,12892,703,0,0,
3,8/21/2019,UA,1760,14262,11292,1130,0,0,
3,8/21/2019,UA,1758,11292,12758,945,0,0,
3,8/21/2019,UA,1757,12889,14771,1435,2,0,
3,8/21/2019,UA,1754,12266,13495,1204,0,0,
3,8/21/2019,UA,1754,13495,11618,1525,144,0,0
3,8/21/2019,UA,1753,11618,12889,630,0,0,
3,8/21/2019,UA,1752,13198,11292,602,0,0,
3,8/21/2019,UA,1749,14771,13830,1730,45,0,0
3,8/21/2019,UA,1748,10299,11618,2050,69,0,0
3,8/21/2019,UA,1747,11618,10299,1550,288,0,288
3,8/21/2019,UA,1746,12982,14771,2121,8,0,
3,8/21/2019,UA,1745,11042,11292,1650,0,0,
3,8/21/2019,UA,1744,12892,11292,1812,0,0,0
3,8/21/2019,UA,1742,13930,14771,2030,99,0,0
3,8/21/2019,UA,1741,13930,12953,1200,0,0,
3,8/21/2019,UA,1741,14100,13930,915,2,0,
3,8/21/2019,UA,1740,13930,14908,802,44,0,0
3,8/21/2019,UA,1739,13204,11042,1055,0,0,
3,8/21/2019,UA,1736,10529,11292,611,1,0,
3,8/21/2019,UA,1736,11292,13830,945,0,0,
3,8/21/2019,UA,1735,14771,12266,1458,41,0,0
3,8/21/2019,UA,1734,13930,11278,600,0,0,
3,8/21/2019,UA,1731,12758,11292,2000,0,0,
3,8/21/2019,UA,1730,10721,14771,1700,41,0,41
3,8/21/2019,UA,1729,11884,11292,700,0,0,
3,8/21/2019,UA,1728,11697,13930,1214,0,0,
3,8/21/2019,UA,1727,11618,12266,2100,53,0,0
3,8/21/2019,UA,1725,14771,13830,911,23,0,
3,8/21/2019,UA,1723,14771,12758,1758,10,0,
3,8/21/2019,UA,1722,13830,14771,1247,18,0,0
3,8/21/2019,UA,1721,14771,12758,840,0,0,
3,8/21/2019,UA,1721,14893,14771,615,4,0,
3,8/21/2019,UA,1720,15370,12266,700,0,0,
3,8/21/2019,UA,1716,14771,14570,1627,0,0,
3,8/21/2019,UA,1715,13930,13487,1555,0,0,0
3,8/21/2019,UA,1714,11298,11618,1435,1073,0,0
3,8/21/2019,UA,1711,12892,11292,1613,0,0,0
3,8/21/2019,UA,1710,11648,11292,1250,0,0,
3,8/21/2019,UA,1708,13930,13487,625,0,0,
3,8/21/2019,UA,1707,12266,13204,1640,0,0,
3,8/21/2019,UA,1705,11066,13930,1425,0,0,
3,8/21/2019,UA,1702,11618,12892,1000,0,0,
3,8/21/2019,UA,1701,12892,10821,2300,9,0,
3,8/21/2019,UA,1700,12266,14771,1639,0,0,
3,8/21/2019,UA,1698,14492,14771,710,0,0,
3,8/21/2019,UA,1697,12953,13930,1100,0,0,
3,8/21/2019,UA,1695,14747,11618,2100,0,0,
3,8/21/2019,UA,1690,11292,14057,815,31,0,0
3,8/21/2019,UA,1689,13930,14771,1605,0,0,0
3,8/21/2019,UA,1688,11697,11618,1005,32,0,
3,8/21/2019,UA,1686,15016,13930,1333,0,0,
3,8/21/2019,UA,1685,12982,11292,1925,0,0,
3,8/21/2019,UA,1684,14771,12982,1730,29,0,
3,8/21/2019,UA,1683,13487,11292,1126,1,0,
3,8/21/2019,UA,1683,13930,13487,745,0,0,
3,8/21/2019,UA,1682,10994,11618,1415,1062,0,0
3,8/21/2019,UA,1680,12266,15304,1823,89,0,0
3,8/21/2019,UA,1680,14107,12266,1249,0,0,
3,8/21/2019,UA,1677,11292,14570,1345,0,0,
3,8/21/2019,UA,1675,10821,14771,750,8,0,
3,8/21/2019,UA,1672,14771,11278,830,152,0,0
3,8/21/2019,UA,1671,12266,13158,1445,0,0,
3,8/21/2019,UA,1670,12264,14771,1245,83,0,0
3,8/21/2019,UA,1669,13930,10693,1045,0,0,
3,8/21/2019,UA,1668,14893,12264,2223,0,0,
3,8/21/2019,UA,1666,11618,10721,1529,276,0,235
3,8/21/2019,UA,1664,14057,14771,631,51,0,0
3,8/21/2019,UA,1664,14771,14107,1140,0,0,
3,8/21/2019,UA,1663,14771,13487,2335,68,0,0
3,8/21/2019,UA,1662,10792,13930,600,0,0,
3,8/21/2019,UA,1661,13930,10693,745,0,0,
3,8/21/2019,UA,1660,13930,13487,1010,21,0,0
3,8/21/2019,UA,1658,15096,13930,1545,72,0,0
4,8/22/2019,UA,1139,14771,15304,2300,3,0,0
4,8/22/2019,UA,1138,13487,14771,1935,43,0,0
4,8/22/2019,UA,1137,13303,11618,1253,33,0,0
4,8/22/2019,UA,1136,12266,11433,2000,1,0,
4,8/22/2019,UA,1135,14771,11292,1255,1,0,
4,8/22/2019,UA,1134,14100,12266,820,0,0,
4,8/22/2019,UA,1131,12266,13495,1447,0,0,
4,8/22/2019,UA,1131,14107,12266,629,0,0,
4,8/22/2019,UA,1130,12266,11292,530,0,0,
4,8/22/2019,UA,1129,11298,14771,610,0,0,
4,8/22/2019,UA,1128,13930,12266,1415,0,0,
4,8/22/2019,UA,1127,11697,11292,1530,0,0,
4,8/22/2019,UA,1126,13487,13930,1517,35,0,0
4,8/22/2019,UA,1126,13930,12266,1754,25,0,0
4,8/22/2019,UA,1125,12266,11618,1625,91,0,0
4,8/22/2019,UA,1124,12889,11618,1600,48,0,0
4,8/22/2019,UA,1123,12266,14107,800,0,0,
4,8/22/2019,UA,1122,11603,14771,600,43,0,43
4,8/22/2019,UA,1122,14771,12173,1055,67,0,0
4,8/22/2019,UA,1121,14747,12266,910,13,0,
4,8/22/2019,UA,1120,14683,12266,955,0,0,
4,8/22/2019,UA,1117,12266,12892,1225,0,0,
4,8/22/2019,UA,1116,14771,12889,1750,27,0,0
4,8/22/2019,UA,1115,12266,14107,1836,0,0,
4,8/22/2019,UA,1114,11292,10423,2035,86,0,0
4,8/22/2019,UA,1114,13487,11292,1655,17,0,0
4,8/22/2019,UA,1113,13930,12266,1950,0,0,
4,8/22/2019,UA,1112,12264,15304,1235,0,0,
4,8/22/2019,UA,1111,14771,12982,912,91,0,0
4,8/22/2019,UA,1110,13830,12892,2150,0,0,
4,8/22/2019,UA,1109,11618,13303,729,0,0,
4,8/22/2019,UA,1108,11292,14679,922,25,0,0
4,8/22/2019,UA,1108,12264,11292,630,0,0,
4,8/22/2019,UA,1107,12266,14683,735,0,0,
4,8/22/2019,UA,1106,14771,14908,749,97,0,0
4,8/22/2019,UA,1106,14908,12266,1012,0,0,
4,8/22/2019,UA,1105,11292,14771,2018,0,0,0
4,8/22/2019,UA,1104,10299,11292,2344,0,0,
4,8/22/2019,UA,1103,11292,12266,955,3,0,
4,8/22/2019,UA,1102,12441,11292,1758,0,0,
4,8/22/2019,UA,1101,12266,11292,1020,0,0,0
4,8/22/2019,UA,1098,11618,13204,729,0,0,
4,8/22/2019,UA,1095,10693,14771,700,0,0,
4,8/22/2019,UA,1094,14771,10299,1730,6,0,
4,8/22/2019,UA,1093,11292,12892,802,5,0,
4,8/22/2019,UA,1092,12758,14771,2138,0,0,
4,8/22/2019,UA,1087,12892,12889,2203,0,0,
4,8/22/2019,UA,1084,14570,14771,1826,28,0,0
4,8/22/2019,UA,1084,14771,14747,2053,0,0,
4,8/22/2019,UA,1083,12892,11292,1955,0,0,
4,8/22/2019,UA,1082,14771,14747,1404,0,0,0
4,8/22/2019,UA,1081,13930,14635,1130,0,0,
4,8/22/2019,UA,1080,13930,13230,1400,1,0,
4,8/22/2019,UA,1078,10721,11618,600,112,0,0
4,8/22/2019,UA,1078,11618,13577,1000,27,0,0
4,8/22/2019,UA,1077,14908,14771,1635,0,0,
4,8/22/2019,UA,1076,14635,11618,1900,76,0,0
4,8/22/2019,UA,1075,11618,14908,1850,258,0,
